1_Player,2_Nation,3_Pos,4_Squad,5_Comp,6_Age,7_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Expected_xG,Expected_npxG,Expected_xA,Expected_npxG+xA,Per 90 Minutes_xG,Per 90 Minutes_xA,Per 90 Minutes_xG+xA,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,33_Matches
Fredrik André Bjørkan,no NOR,DF,Hertha BSC,de Bundesliga,23-206,1998,5,2,252,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
Benjamin André,fr FRA,MF,Lille,fr Ligue 1,31-224,1990,24,24,2019,22.4,2,1,2,0,0,8,1,0.09,0.04,0.13,0.09,0.13,1.3,1.3,1.6,3.0,0.06,0.07,0.13,0.06,0.13,Matches
Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,27-174,1994,19,15,1284,14.3,4,2,4,0,0,4,1,0.28,0.14,0.42,0.28,0.42,2.7,2.7,0.7,3.5,0.19,0.05,0.24,0.19,0.24,Matches
José Ángel,es ESP,DF,Osasuna,es La Liga,32-191,1989,18,8,773,8.6,1,1,1,0,0,1,1,0.12,0.12,0.23,0.12,0.23,0.2,0.2,1.1,1.3,0.02,0.13,0.15,0.02,0.15,Matches
Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,25-070,1997,22,21,1807,20.1,2,5,2,0,0,3,0,0.10,0.25,0.35,0.10,0.35,1.4,1.4,4.9,6.3,0.07,0.25,0.31,0.07,0.31,Matches
Ebenezer Annan,gh GHA,DF,Bologna,it Serie A,19-206,2002,1,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,35-176,1986,13,4,492,5.5,0,3,0,0,0,0,0,0.00,0.55,0.55,0.00,0.55,0.2,0.2,1.0,1.3,0.04,0.19,0.23,0.04,0.23,Matches
Janis Antiste,fr FRA,"FW,MF",Spezia,it Serie A,19-209,2002,12,8,619,6.9,1,0,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,1.4,1.4,0.2,1.7,0.21,0.03,0.24,0.21,0.24,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,25-238,1996,22,22,1965,21.8,1,1,1,0,0,5,1,0.05,0.05,0.09,0.05,0.09,1.4,1.4,1.2,2.6,0.07,0.05,0.12,0.07,0.12,Matches
Josep Antoni Gayá,es ESP,DF,Mallorca,es La Liga,21-251,2000,1,1,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Michail Antonio,jm JAM,FW,West Ham,eng Premier League,31-352,1990,28,27,2427,27.0,8,7,8,0,1,7,1,0.30,0.26,0.56,0.30,0.56,8.4,8.1,6.1,14.3,0.31,0.23,0.54,0.30,0.53,Matches
Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,28-036,1994,23,11,1017,11.3,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,2.3,2.3,0.8,3.1,0.20,0.07,0.27,0.20,0.27,Matches
Houssem Aouar,fr FRA,"MF,FW",Lyon,fr Ligue 1,23-258,1998,26,21,1844,20.5,3,3,3,0,0,1,0,0.15,0.15,0.29,0.15,0.29,5.8,5.8,4.4,10.2,0.28,0.22,0.50,0.28,0.50,Matches
Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,19-243,2002,26,8,765,8.5,0,4,0,0,0,2,0,0.00,0.47,0.47,0.00,0.47,0.9,0.9,0.6,1.5,0.11,0.07,0.18,0.11,0.18,Matches
Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,29-279,1992,23,16,1516,16.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.00,0.02,0.02,0.00,0.02,Matches
Mauro Arambarri,uy URU,MF,Getafe,es La Liga,26-166,1995,23,23,1943,21.6,0,5,0,0,0,9,0,0.00,0.23,0.23,0.00,0.23,0.9,0.9,1.5,2.4,0.04,0.07,0.11,0.04,0.11,Matches
Mattia Aramu,it ITA,"MF,FW",Venezia,it Serie A,26-305,1995,23,19,1494,16.6,5,4,3,2,3,5,0,0.30,0.24,0.54,0.18,0.42,4.7,2.4,3.4,5.8,0.28,0.21,0.49,0.14,0.35,Matches
Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,32-332,1989,18,10,1025,11.4,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,1.4,1.4,0.7,2.1,0.12,0.06,0.18,0.12,0.18,Matches
Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,30-198,1991,25,20,1844,20.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.01,0.00,0.01,0.01,0.01,Matches
Ronald Araújo,uy URU,DF,Barcelona,es La Liga,23-008,1999,21,16,1521,16.9,3,0,3,0,0,4,0,0.18,0.00,0.18,0.18,0.18,0.9,0.9,0.4,1.3,0.05,0.02,0.08,0.05,0.08,Matches
Cameron Archer,eng ENG,"MF,FW",Aston Villa,eng Premier League,20-237,2001,3,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07,Matches
Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,29-016,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Jesús Areso,es ESP,DF,Osasuna,es La Liga,22-256,1999,2,2,172,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
Matias Arezo,uy URU,FW,Granada,es La Liga,19-114,2002,3,1,97,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.41,0.06,0.47,0.41,0.47,Matches
Santiago Arias,co COL,DF,Granada,es La Liga,30-061,1992,8,3,327,3.6,1,0,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,0.6,0.6,0.2,0.8,0.17,0.05,0.22,0.17,0.22,Matches
Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,25-033,1997,20,14,1216,13.5,2,2,2,0,0,1,0,0.15,0.15,0.30,0.15,0.30,4.1,4.1,1.7,5.8,0.30,0.13,0.43,0.30,0.43,Matches
Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,29-350,1992,16,10,967,10.7,2,0,2,0,0,1,0,0.19,0.00,0.19,0.19,0.19,2.4,2.4,1.0,3.4,0.23,0.09,0.32,0.23,0.32,Matches
Marko Arnautović,at AUT,FW,Bologna,it Serie A,32-330,1989,25,24,2003,22.3,9,1,7,2,3,4,0,0.40,0.04,0.45,0.31,0.36,9.4,7.2,2.7,9.8,0.42,0.12,0.54,0.32,0.44,Matches
Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,27-292,1994,26,26,2295,25.5,3,1,3,0,0,4,0,0.12,0.04,0.16,0.12,0.16,1.2,1.2,3.5,4.7,0.05,0.14,0.19,0.05,0.19,Matches
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,27-163,1994,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Tolgay Arslan,de GER,MF,Udinese,it Serie A,31-211,1990,24,18,1423,15.8,1,0,1,0,0,7,0,0.06,0.00,0.06,0.06,0.06,1.2,1.2,1.3,2.5,0.08,0.09,0.17,0.08,0.17,Matches
Arthur,br BRA,FW,Fiorentina,it Serie A,23-324,1998,4,1,149,1.7,1,1,1,0,0,0,0,0.60,0.60,1.21,0.60,1.21,0.9,0.9,0.0,1.0,0.57,0.02,0.59,0.57,0.59,Matches
Santiago Arzamendia,py PAR,"MF,DF",Cádiz,es La Liga,23-314,1998,12,5,453,5.0,1,0,1,0,0,2,0,0.20,0.00,0.20,0.20,0.20,0.2,0.2,0.0,0.2,0.04,0.00,0.04,0.04,0.04,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,27-125,1994,20,13,1073,11.9,1,1,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,2.2,2.2,1.3,3.5,0.19,0.11,0.30,0.19,0.30,Matches
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,25-018,1997,20,19,1676,18.6,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.9,0.9,0.2,1.1,0.05,0.01,0.06,0.05,0.06,Matches
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,32-260,1989,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,26-053,1996,23,14,1265,14.1,8,0,8,0,0,2,0,0.57,0.00,0.57,0.57,0.57,5.6,5.6,1.8,7.4,0.40,0.13,0.53,0.40,0.53,Matches
Harrison Ashby,sct SCO,DF,West Ham,eng Premier League,20-121,2001,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,21-065,2001,17,7,727,8.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.4,0.03,0.02,0.05,0.03,0.05,Matches
Fisnik Asllani,xk KVX,"MF,FW",Hoffenheim,de Bundesliga,19-219,2002,2,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Kristjan Asllani,al ALB,MF,Empoli,it Serie A,20-006,2002,14,6,624,6.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.02,0.09,0.11,0.02,0.11,Matches
Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,34-226,1987,27,26,2212,24.6,13,4,10,3,5,9,0,0.53,0.16,0.69,0.41,0.57,9.9,6.0,5.1,11.1,0.40,0.21,0.61,0.24,0.45,Matches
Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,21-266,2000,14,5,553,6.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,1.1,0.10,0.08,0.18,0.10,0.18,Matches
Simon Asta,de GER,DF,Greuther Fürth,de Bundesliga,21-049,2001,6,3,280,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,25-302,1996,14,11,987,11.0,2,0,2,0,0,4,0,0.18,0.00,0.18,0.18,0.18,0.9,0.9,1.3,2.2,0.08,0.12,0.20,0.08,0.20,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,32-270,1989,14,12,1037,11.5,4,1,4,0,2,3,0,0.35,0.09,0.43,0.35,0.43,5.8,4.1,0.8,5.0,0.50,0.07,0.57,0.36,0.43,Matches
Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,32-270,1989,6,4,370,4.1,5,0,5,0,0,0,0,1.22,0.00,1.22,1.22,1.22,2.3,2.3,0.2,2.5,0.56,0.05,0.61,0.56,0.61,Matches
Emil Audero,it ITA,GK,Sampdoria,it Serie A,25-056,1997,20,20,1755,19.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,27-197,1994,27,20,1867,20.7,1,0,1,0,0,0,0,0.05,0.00,0.05,0.05,0.05,0.2,0.2,1.2,1.4,0.01,0.06,0.07,0.01,0.07,Matches
Jean-Kévin Augustin,fr FRA,"FW,MF",Nantes,fr Ligue 1,24-272,1997,4,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.27,0.00,0.27,0.27,0.27,Matches
Ludwig Augustinsson,se SWE,DF,Sevilla,es La Liga,27-328,1994,14,7,569,6.3,0,1,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.0,0.0,0.2,0.2,0.01,0.03,0.03,0.01,0.03,Matches
Serge Aurier,ci CIV,DF,Villarreal,es La Liga,29-081,1992,12,7,682,7.6,0,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,0.6,0.6,1.1,1.7,0.08,0.14,0.22,0.08,0.22,Matches
Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,28-037,1994,26,13,1188,13.2,4,1,4,0,0,7,1,0.30,0.08,0.38,0.30,0.38,2.3,2.3,0.8,3.0,0.17,0.06,0.23,0.17,0.23,Matches
Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,24-215,1997,23,21,1560,17.3,11,0,10,1,1,0,0,0.63,0.00,0.63,0.58,0.58,10.4,9.6,0.9,10.5,0.60,0.05,0.65,0.55,0.61,Matches
Ramzi Aya,it ITA,DF,Salernitana,it Serie A,31-225,1990,2,2,135,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,30-185,1991,25,18,1557,17.3,1,3,1,0,0,1,0,0.06,0.17,0.23,0.06,0.23,2.5,2.5,2.2,4.8,0.15,0.13,0.28,0.15,0.28,Matches
Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,27-125,1994,16,8,768,8.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches
Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,30-202,1991,20,20,1798,20.0,1,2,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15,0.7,0.7,0.3,1.0,0.04,0.01,0.05,0.04,0.05,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Karim Azamoum,fr FRA,DF,Troyes,fr Ligue 1,32-057,1990,7,4,388,4.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
Sardar Azmoun,ir IRN,FW,Leverkusen,de Bundesliga,27-073,1995,2,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,1.27,0.08,1.35,1.27,1.35,Matches
César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,32-199,1989,18,17,1435,15.9,0,2,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.7,0.7,1.9,2.6,0.04,0.12,0.16,0.04,0.16,Matches
Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,26-052,1996,20,17,1476,16.4,2,0,2,0,0,7,0,0.12,0.00,0.12,0.12,0.12,1.3,1.3,0.2,1.5,0.08,0.01,0.09,0.08,0.09,Matches
Carlos Bacca,co COL,FW,Granada,es La Liga,35-188,1986,15,4,492,5.5,0,1,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,0.7,0.7,0.5,1.2,0.13,0.08,0.21,0.13,0.21,Matches
Daniel Bachmann,at AUT,GK,Watford,eng Premier League,27-249,1994,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,21-338,2000,14,11,985,10.9,0,1,0,0,0,3,1,0.00,0.09,0.09,0.00,0.09,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Matches
Milan Badelj,hr CRO,MF,Genoa,it Serie A,33-018,1989,26,26,2209,24.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,2.1,2.7,0.02,0.09,0.11,0.02,0.11,Matches
Édgar Badía,es ESP,GK,Elche,es La Liga,30-031,1992,16,16,1440,16.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,20-354,2001,14,11,938,10.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
Youssouph Badji,sn SEN,FW,Brest,fr Ligue 1,20-085,2001,9,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.07,0.12,0.19,0.07,0.19,Matches
Miguel Baeza,es ESP,DF,Celta Vigo,es La Liga,21-353,2000,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,29-291,1992,22,6,648,7.2,2,0,2,0,0,0,0,0.28,0.00,0.28,0.28,0.28,2.4,2.4,0.1,2.5,0.34,0.01,0.35,0.34,0.35,Matches
Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,24-218,1997,13,4,499,5.5,1,2,1,0,0,2,0,0.18,0.36,0.54,0.18,0.54,1.2,1.2,0.6,1.8,0.22,0.11,0.33,0.22,0.33,Matches
Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,27-337,1994,4,3,217,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,28-256,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,20-082,2001,7,4,510,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Nedim Bajrami,al ALB,"MF,FW",Empoli,it Serie A,23-015,1999,27,19,1672,18.6,6,3,3,3,3,2,0,0.32,0.16,0.48,0.16,0.32,5.8,3.6,4.5,8.0,0.31,0.24,0.56,0.19,0.43,Matches
Cédric Bakambu,cd COD,FW,Marseille,fr Ligue 1,30-338,1991,5,3,240,2.7,2,0,2,0,0,1,0,0.75,0.00,0.75,0.75,0.75,1.4,1.4,0.5,2.0,0.54,0.20,0.74,0.54,0.74,Matches
Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,19-090,2002,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,27-210,1994,13,5,490,5.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.05,0.09,0.15,0.05,0.15,Matches
Mitchel Bakker,nl NED,DF,Leverkusen,de Bundesliga,21-268,2000,17,15,1366,15.2,0,3,0,0,0,6,0,0.00,0.20,0.20,0.00,0.20,0.4,0.4,0.7,1.1,0.03,0.04,0.07,0.03,0.07,Matches
Ridle Baku,de GER,"DF,FW",Wolfsburg,de Bundesliga,23-341,1998,26,22,1889,21.0,2,3,2,0,0,3,0,0.10,0.14,0.24,0.10,0.24,2.0,2.0,3.2,5.1,0.09,0.15,0.24,0.09,0.24,Matches
Dilane Bakwa,fr FRA,FW,Bordeaux,fr Ligue 1,19-201,2002,2,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Alejandro Balde,es ESP,"FW,DF",Barcelona,es La Liga,18-148,2003,4,1,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Matches
Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
Ibrahima Baldé,fr FRA,"FW,MF",Lens,fr Ligue 1,19-057,2003,3,0,50,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Keita Baldé,sn SEN,"FW,MF",Cagliari,it Serie A,27-007,1995,17,11,918,10.2,3,1,3,0,0,2,0,0.29,0.10,0.39,0.29,0.39,2.0,2.0,0.8,2.8,0.19,0.08,0.27,0.19,0.27,Matches
Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,32-242,1989,4,4,263,2.9,1,0,1,0,0,2,0,0.34,0.00,0.34,0.34,0.34,1.1,1.1,0.0,1.1,0.37,0.01,0.38,0.37,0.38,Matches
Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,34-014,1988,23,21,1844,20.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.01,0.02,0.03,0.01,0.03,Matches
Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,23-048,1999,16,10,946,10.5,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.01,0.00,0.01,0.01,0.01,Matches
Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,30-073,1992,26,26,2340,26.0,1,2,1,0,0,8,0,0.04,0.08,0.12,0.04,0.12,0.5,0.5,2.7,3.1,0.02,0.10,0.12,0.02,0.12,Matches
Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,25-071,1997,9,5,441,4.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.11,0.04,0.15,0.11,0.15,Matches
Folarin Balogun,eng ENG,FW,Arsenal,eng Premier League,20-255,2001,2,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.35,0.00,0.35,0.35,0.35,Matches
Jonathan Bamba,fr FRA,"MF,FW",Lille,fr Ligue 1,25-354,1996,22,21,1751,19.5,1,1,1,0,0,1,0,0.05,0.05,0.10,0.05,0.10,2.0,2.0,2.3,4.3,0.10,0.12,0.22,0.10,0.22,Matches
Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,28-191,1993,8,6,537,6.0,2,2,2,0,0,2,0,0.34,0.34,0.67,0.34,0.67,3.9,3.9,1.0,4.9,0.65,0.17,0.82,0.65,0.82,Matches
Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,26-351,1995,27,16,1344,14.9,2,1,2,0,0,8,0,0.13,0.07,0.20,0.13,0.20,2.1,2.1,1.7,3.7,0.14,0.11,0.25,0.14,0.25,Matches
Mattia Bani,it ITA,DF,Genoa,it Serie A,28-095,1993,11,8,696,7.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.07,0.00,0.07,0.07,0.07,Matches
Simon Banza,fr FRA,FW,Lens,fr Ligue 1,25-214,1996,4,1,124,1.4,1,1,1,0,0,0,0,0.73,0.73,1.45,0.73,1.45,1.2,1.2,0.6,1.8,0.86,0.47,1.33,0.86,1.33,Matches
Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,23-341,1998,19,9,845,9.4,1,1,1,0,0,2,1,0.11,0.11,0.21,0.11,0.21,0.5,0.5,0.4,0.9,0.05,0.04,0.10,0.05,0.10,Matches
Antonín Barák,cz CZE,"MF,FW",Hellas Verona,it Serie A,27-102,1994,24,22,1947,21.6,10,3,6,4,4,3,0,0.46,0.14,0.60,0.28,0.42,9.0,5.9,2.5,8.4,0.41,0.12,0.53,0.27,0.39,Matches
Barbero,es ESP,"FW,MF",Osasuna,es La Liga,23-210,1998,4,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.11,0.11,0.00,0.11,Matches
Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,26-015,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
Bradley Barcola,fr FRA,"MF,FW",Lyon,fr Ligue 1,19-194,2002,3,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.96,0.96,0.00,0.96,Matches
Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,21-129,2000,23,22,1961,21.8,1,2,1,0,0,2,0,0.05,0.09,0.14,0.05,0.14,0.7,0.7,1.8,2.6,0.03,0.08,0.12,0.03,0.12,Matches
Enis Bardhi,mk MKD,"MF,FW",Levante,es La Liga,26-256,1995,22,14,1292,14.4,3,2,1,2,2,3,0,0.21,0.14,0.35,0.07,0.21,3.2,1.7,2.8,4.5,0.22,0.19,0.42,0.12,0.31,Matches
Keidi Bare,al ALB,MF,Espanyol,es La Liga,24-199,1997,20,13,1202,13.4,1,1,1,0,0,7,0,0.07,0.07,0.15,0.07,0.15,0.5,0.5,0.9,1.5,0.04,0.07,0.11,0.04,0.11,Matches
Nicolò Barella,it ITA,MF,Inter,it Serie A,25-036,1997,26,26,2135,23.7,2,9,2,0,0,7,0,0.08,0.38,0.46,0.08,0.46,3.6,3.6,5.8,9.4,0.15,0.25,0.40,0.15,0.40,Matches
Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,24-348,1997,14,8,678,7.5,1,0,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,1.0,1.0,0.6,1.6,0.13,0.09,0.22,0.13,0.22,Matches
